G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
0,4482992	0,0065803	0,7350439	0,7430380	0,2999190	0,6288524	0,2565221	0,5616569	0,1138947	0,0562138	0,0000000	0,1226091	0,7188638	0,7466125	0,0613082	0,6799112	0,6900446	0,8013135	0,0498460	0,6526591	0,0436752	0,0214380	0,7710099	0,2276602	0,1123787	0,0751497	0,6281245	0,1385180	0,6398207	0,4275930	0,6223685	0,7543017	0,0576514	0,0008773	0,4018654	0,0506123	0,0000064	0,0949379	0,5830524	0,5908791	0,6488261	0,3212753	0,0233885	0,0087398	0,0541846	0,6862166	0,6587485	0,0013113	0,0828734	0,6937398
0,3410178	0,0013920	0,6216566	0,7903652	0,2096250	0,8112674	0,2505763	0,6740565	0,1760002	0,0408697	0,6995114	0,0000000	0,5287085	0,6171397	0,0485846	0,5156987	0,7083727	0,6042682	0,0371240	0,6726054	0,0246629	0,0064859	0,6786662	0,3056196	0,1217074	0,0831487	0,5900053	0,2043435	0,7305309	0,3172386	0,6064994	0,6782359	0,0395929	0,0014127	0,4581832	0,0399728	0,0001196	0,0677323	0,6321681	0,6060606	0,5572574	0,4804189	0,0349782	0,0152716	0,0186393	0,5510838	0,6805980	0,0013491	0,1264595	0,7280778
0,4054416	0,0152595	0,6072766	0,7501119	0,3076180	0,7468471	0,2660719	0,6330301	0,1134347	0,0581141	0,7408744	0,0997638	0,0000000	0,6579770	0,0442089	0,5410604	0,6616024	0,6871046	0,0598549	0,6260136	0,0527619	0,0223290	0,6735404	0,2533242	0,2125562	0,1306607	0,4347356	0,1819316	0,6769595	0,3564894	0,6740313	0,6909739	0,0407628	0,0001176	0,3617706	0,0209367	0,0001935	0,0485605	0,7180001	0,6688696	0,7011216	0,3977202	0,0259510	0,0177908	0,0280192	0,7801672	0,6150872	0,0016615	0,1105662	0,6427942
0,4019032	0,0019249	0,7690164	0,6353873	0,2477260	0,6796588	0,1926752	0,5762412	0,2173281	0,0420483	0,6228780	0,1039142	0,5800398	0,0000000	0,0321573	0,5953935	0,6323463	0,6360244	0,0505462	0,5460290	0,0081383	0,0275499	0,5768645	0,1490680	0,1499501	0,0731573	0,5488147	0,2246397	0,6622042	0,4555942	0,7040383	0,7457609	0,0358947	0,0007571	0,4212877	0,0426165	0,0001531	0,0490795	0,7042141	0,7139262	0,6627704	0,3753820	0,0188877	0,0196110	0,0368884	0,8179602	0,7687506	0,0076683	0,1007663	0,7818686
0,6127807	0,0008088	0,7239070	0,6709832	0,2985196	0,6793108	0,2984203	0,5913989	0,1477522	0,0316690	0,7454546	0,1164754	0,5805114	0,5801165	0,0000000	0,5710143	0,5902159	0,6365693	0,0680814	0,7139551	0,0197931	0,0294068	0,5973629	0,2167693	0,1218857	0,1074169	0,5240807	0,1154156	0,5554725	0,4177507	0,6576913	0,6530762	0,0281024	0,0000290	0,4940462	0,0276182	0,0000017	0,0360647	0,8342529	0,6828176	0,6533892	0,4019366	0,0159426	0,0246267	0,0528349	0,6744047	0,6655332	0,0049539	0,1112553	0,6976140
0,4176341	0,0146034	0,7425819	0,6400723	0,2105965	0,8370399	0,2476955	0,5853839	0,1876208	0,0416985	0,6913201	0,1561647	0,6655488	0,6687013	0,0803453	0,0000000	0,6858305	0,6232670	0,0502291	0,7677371	0,0356342	0,0189600	0,6558448	0,2814244	0,1180093	0,0958391	0,5232225	0,1908289	0,6753814	0,2816906	0,7313109	0,6494242	0,0199739	0,0017416	0,3332562	0,0602155	0,0000791	0,0701506	0,5835187	0,6251717	0,5826023	0,3678030	0,0142544	0,0110209	0,0219457	0,7108266	0,5901679	0,0008684	0,1330535	0,6606192
0,3283762	0,0012573	0,6887081	0,7935508	0,2090413	0,5901828	0,3682225	0,6936551	0,6993274	0,0395947	0,7146201	0,1642391	0,8763113	0,6474323	0,0735233	0,6391057	0,0000000	0,5294202	0,0503717	0,7813168	0,0255858	0,0219093	0,6590031	0,1918633	0,1195529	0,0869512	0,4742194	0,0931936	0,7437096	0,3673494	0,6711077	0,5830344	0,0268832	0,0000701	0,3660006	0,0410945	0,0001373	0,0918194	0,7628381	0,7387577	0,7078004	0,4499798	0,0430212	0,0109836	0,0288797	0,7029715	0,7493066	0,0079094	0,1336775	0,7010447
0,3792103	0,0008904	0,7701129	0,6977734	0,2404025	0,6120150	0,1925044	0,5785915	0,1136786	0,0615307	0,6185746	0,1104878	0,6279995	0,6349225	0,1003695	0,5874225	0,7217820	0,0000000	0,0577822	0,7183851	0,0185921	0,0418137	0,6767186	0,2902993	0,1241011	0,1243718	0,5328735	0,1115737	0,5728296	0,3253827	0,7814406	0,7654634	0,0402931	0,0008120	0,3057388	0,0539795	0,0000002	0,0850440	0,6292873	0,6434367	0,7031495	0,3490662	0,0204703	0,0138979	0,0262817	0,6868327	0,6766282	0,0112701	0,1640100	0,7110202
0,4707405	0,0123642	0,6409448	0,7302135	0,2264390	0,6367224	0,2357205	0,5508253	0,1753877	0,0534286	0,7772044	0,1626300	0,6316226	0,6580768	0,0433140	0,5804679	0,6304894	0,6506493	0,0000000	0,7334479	0,0170925	0,0221703	0,7461533	0,1940761	0,0897833	0,1375114	0,5496649	0,1237463	0,6502429	0,3909229	0,7253041	0,7124286	0,0565259	0,0002223	0,3733309	0,0106701	0,0000646	0,0602179	0,6492271	0,7158857	0,6751323	0,4531638	0,0348009	0,0137353	0,0793706	0,5994584	0,6155892	0,0078898	0,1034812	0,8696487
0,4461807	0,0107498	0,6343573	0,6893334	0,2767614	0,6551266	0,3062943	0,6676642	0,1523169	0,0232087	0,7499726	0,1344526	0,5916617	0,7175540	0,0311717	0,7921912	0,6352812	0,7230722	0,0577395	0,0000000	0,0318355	0,0215801	0,7336910	0,1438048	0,1596692	0,1084812	0,5295094	0,0723921	0,5510440	0,3999222	0,5924246	0,5771788	0,0226043	0,0001341	0,3755300	0,0230628	0,0000029	0,0944891	0,6869827	0,6475728	0,6846619	0,4029937	0,0296393	0,0380744	0,0428520	0,7813723	0,7170216	0,0019761	0,0974375	0,6338547
0,3172444	0,0142160	0,7219446	0,6857309	0,2539134	0,6260083	0,3057033	0,6381906	0,1586920	0,0850971	0,6533920	0,1322586	0,5903570	0,5979658	0,0476973	0,6284565	0,6833958	0,5883853	0,0364728	0,6719814	0,0000000	0,0293012	0,7346731	0,3240234	0,1711230	0,0733301	0,5734712	0,1364895	0,7915755	0,4481836	0,6425992	0,7531871	0,0370042	0,0000198	0,3618195	0,0315956	0,0002947	0,0554924	0,6267037	0,7063818	0,7188881	0,3474595	0,0503411	0,0209465	0,0415701	0,6672930	0,6802025	0,0048126	0,1099464	0,6692319
0,4618531	0,0017995	0,6306042	0,5007192	0,2261812	0,6820098	0,2125868	0,6363778	0,2018519	0,0502529	0,6790727	0,1386379	0,6267850	0,5921128	0,0504575	0,5767018	0,7030458	0,5976976	0,0602534	0,6199755	0,0229708	0,0000000	0,7932617	0,2059438	0,1181774	0,1094170	0,5970937	0,1039109	0,7501145	0,4006642	0,6510412	0,6291463	0,0317051	0,0000191	0,3911616	0,0254687	0,0000002	0,0577130	0,8664736	0,6305832	0,6592790	0,4794096	0,0387827	0,0489430	0,0174451	0,6853978	0,6480135	0,0003105	0,1061122	0,6436002
0,3643133	0,0017275	0,7950035	0,6815376	0,2816638	0,6511168	0,2143960	0,6324849	0,1708183	0,0646679	0,6347613	0,1584078	0,5369471	0,8005241	0,0294568	0,5448050	0,5698026	0,6277004	0,0637875	0,8096774	0,0194862	0,3013880	0,0000000	0,1910784	0,0885772	0,1164793	0,4938442	0,1675424	0,6525947	0,3588015	0,5952602	0,6622339	0,0962523	0,0001063	0,4503404	0,0259275	0,0000411	0,0473439	0,6304094	0,6164705	0,6817072	0,4594614	0,0378453	0,0110186	0,0334508	0,6898539	0,6497908	0,0178817	0,1151283	0,6840779
0,3685557	0,0108697	0,7869079	0,7560465	0,2456855	0,6317083	0,2678148	0,5957227	0,1973453	0,0261658	0,6078652	0,1092095	0,6044365	0,7321109	0,1113836	0,6359262	0,7193510	0,6191783	0,0548522	0,6433581	0,0276615	0,0090257	0,6763455	0,0000000	0,1288562	0,0959356	0,6421806	0,1198992	0,6881595	0,3304929	0,8058382	0,8036649	0,0282376	0,0002791	0,4413290	0,0229682	0,0001678	0,0862531	0,5892977	0,7384391	0,7930483	0,3751214	0,0290318	0,0298960	0,0520404	0,6682772	0,6603948	0,0032589	0,0998990	0,7446172
0,4032885	0,0023613	0,6815655	0,7531106	0,3248992	0,6669660	0,3322356	0,6670686	0,1781497	0,0587723	0,7306056	0,1067147	0,6066431	0,7317301	0,0876166	0,5198356	0,6938673	0,6724870	0,0331422	0,6544497	0,0110377	0,0101385	0,6444650	0,2216403	0,0000000	0,0678722	0,5940786	0,1243641	0,6141324	0,3063972	0,6899067	0,6579043	0,0562499	0,0006498	0,3728628	0,0197257	0,0000713	0,0732992	0,7335948	0,7090612	0,6051957	0,4255805	0,0127188	0,0316356	0,0464730	0,7291692	0,7530183	0,0040670	0,0958048	0,7266222
0,4288083	0,0038466	0,7299321	0,6292467	0,2518947	0,6758603	0,2277655	0,6193114	0,1827311	0,0731979	0,7007996	0,1284196	0,5089324	0,7421112	0,0688505	0,6356036	0,6795387	0,6688902	0,0735704	0,7333642	0,0174327	0,0171054	0,6633001	0,2136689	0,0966805	0,0000000	0,5622646	0,0217450	0,7148247	0,4031653	0,6369377	0,6999706	0,0405678	0,0000954	0,4010448	0,0185468	0,0010637	0,0497064	0,6382056	0,7732454	0,6832314	0,4511460	0,0162860	0,0509229	0,0363171	0,7806878	0,5801555	0,0021051	0,1140452	0,6367536
0,4811842	0,0140288	0,7055039	0,6682681	0,2248299	0,6462801	0,2256541	0,5910451	0,2269212	0,0824953	0,6600827	0,1756532	0,6766041	0,7831220	0,0661371	0,5248572	0,6566503	0,6600302	0,0425821	0,6780681	0,0301180	0,0126128	0,7293753	0,2158372	0,1415370	0,0837857	0,0000000	0,1832296	0,7642597	0,3700983	0,7113237	0,7323473	0,0378047	0,0015575	0,3929629	0,0408579	0,0000566	0,0380418	0,6463244	0,5507606	0,6446510	0,4361201	0,0428735	0,0110514	0,0481872	0,6824593	0,7792270	0,0031541	0,1508490	0,6293346
0,4629650	0,0031018	0,7051793	0,6739019	0,2865104	0,7502656	0,3021462	0,5941599	0,1914379	0,0306336	0,6513683	0,1866250	0,6219962	0,5787316	0,0644166	0,6221220	0,7224022	0,5552518	0,0602001	0,6999983	0,0225570	0,0186855	0,6716770	0,1834871	0,0824001	0,1183241	0,5442567	0,0000000	0,7925683	0,3661977	0,6848858	0,6444098	0,0632850	0,0000081	0,4269517	0,0371045	0,0000940	0,0417291	0,6442137	0,6422095	0,6157305	0,4177775	0,0367708	0,0280118	0,0442223	0,6615311	0,6329561	0,0017517	0,1452187	0,7743062
0,3785628	0,0003919	0,8103965	0,6158825	0,2750552	0,6851384	0,2407163	0,0184906	0,1717266	0,0400358	0,6430910	0,1820104	0,5911629	0,6274366	0,5533945	0,5322414	0,7557725	0,1784017	0,0272132	0,1974441	0,6852975	0,5653979	0,0446855	0,3593099	0,7426933	0,6449259	0,5031602	0,5772298	0,0000000	0,4311999	0,7425928	0,0788267	0,3504184	0,6363235	0,6172153	0,7409504	0,0010759	0,6373659	0,6619034	0,6463040	0,3569251	0,6302650	0,2868125	0,1135865	0,0111860	0,7127771	0,8332816	0,1626124	0,3871932	0,6480882
0,4424660	0,0023497	0,8375339	0,7504939	0,2128058	0,7378360	0,3065541	0,6334097	0,1737697	0,0332755	0,7317387	0,1529388	0,5192703	0,6964013	0,0562460	0,7612769	0,6733990	0,6161792	0,0331748	0,6341604	0,0200302	0,0080323	0,6441813	0,2568806	0,1732816	0,1311807	0,5867310	0,1825832	0,7383496	0,0000000	0,6972844	0,8821642	0,0439084	0,0001062	0,3655491	0,0339271	0,0010144	0,0447469	0,6818078	0,5696584	0,7855853	0,4335248	0,0265413	0,0131769	0,0428382	0,6905660	0,7404850	0,0038073	0,0757022	0,6629683
0,5021293	0,0080732	0,6823788	0,6747212	0,2634418	0,6849245	0,2355460	0,6677449	0,1221372	0,0230479	0,6394632	0,1224503	0,7022937	0,7283360	0,0569967	0,5732890	0,7505661	0,6254699	0,0470365	0,6969232	0,0176649	0,0130141	0,5094142	0,2264809	0,1288080	0,1366782	0,6744852	0,1318284	0,7768086	0,3307145	0,0000000	0,6287894	0,0325077	0,0018944	0,3947681	0,0266769	0,0004938	0,0667364	0,6426986	0,7432252	0,7323960	0,3494440	0,0118896	0,0230818	0,0229404	1,0000000	0,6317229	0,0040142	0,1280570	0,6745461
0,4551990	0,0081389	0,6109880	0,7965619	0,2404229	0,7650772	0,2470139	0,5693175	0,1367972	0,0571572	0,6745946	0,1017275	0,5731495	0,7835757	0,0402308	0,6272298	0,7954670	0,6513852	0,0417086	0,7161207	0,0315131	0,0160106	0,6345645	0,2797005	0,1096048	0,0798453	0,4695198	0,1287001	0,6178291	0,4004330	0,7059967	0,0000000	0,0393173	0,0004276	0,3643390	0,0225263	0,0000095	0,0476309	0,7198778	0,6389702	0,6838519	0,3886912	0,0305313	0,0162924	0,0308918	0,9105079	0,7414184	0,0123678	0,0922991	0,6221073
0,3963577	0,0034738	0,7239470	0,6996909	0,2599969	0,8667367	0,3708260	0,5375644	0,1319577	0,0593505	0,6811891	0,1623223	0,6211885	0,6245853	0,0483976	0,7155786	0,8080106	0,7077021	0,0282283	0,6449411	0,0474487	0,0427480	0,6387076	0,2355770	0,1244901	0,1362147	0,6241751	0,1277301	0,6642503	0,3987577	0,7522888	0,5864474	0,0000000	0,0010799	0,4790604	0,0168004	0,0009899	0,0595921	0,7113269	0,6564926	0,6049104	0,4350060	0,0436382	0,0028267	0,0346248	0,7351942	0,8693618	0,0065274	0,1132049	0,7671353
0,4245422	0,0044857	0,5857686	0,6310111	0,3082695	0,6398235	0,2139550	0,5491974	0,1491117	0,0232282	0,7047313	0,1356060	0,7153827	0,6585353	0,0916570	0,7127696	0,6711203	0,5964635	0,0390626	0,6771544	0,0145835	0,0092480	0,7366665	0,3224835	0,1225154	0,0983093	0,7135356	0,1703476	0,6999436	0,2952702	0,7450665	0,7487004	0,0353652	0,0000000	0,3254762	0,0250167	0,0004817	0,0614881	0,6610094	0,6469876	0,7115453	0,4703829	0,0298475	0,0159269	0,0342255	0,6412254	0,7539236	0,0023967	0,0950657	0,6693331
0,4747344	0,0054803	0,7783436	0,6509603	0,2462960	0,7494615	0,1692877	0,5378140	0,1517253	0,0502598	0,7326880	0,1353424	0,4987226	0,5979022	0,0693257	0,8099877	0,7262639	0,6111708	0,0480282	0,5932553	0,0356710	0,0103755	0,6414293	0,2158421	0,1454037	0,0903899	0,5017834	0,1473875	0,7525520	0,3705479	0,7125360	0,6791953	0,0449234	0,0001642	0,0000000	0,0196787	0,0000289	0,0716982	0,6095261	0,6907437	0,6959948	0,2732289	0,0145549	0,0151863	0,0186177	0,6514724	0,7431352	0,0049969	0,1023068	0,7316906
0,4560088	0,0020081	0,6223418	0,6651961	0,2466919	0,6297717	0,1827258	0,6057360	0,1782729	0,0262390	0,8142864	0,1573863	0,6557798	0,5328042	0,0990196	0,6046813	0,6090386	0,6249682	0,0564572	0,6562906	0,0161827	0,0090462	0,6064713	0,1847499	0,1322624	0,0817861	0,6048941	0,0898826	0,7219468	0,4094889	0,6765462	0,6148853	0,0374424	0,0001008	0,3611096	0,0000000	0,0002423	0,0831237	0,5854909	0,6785955	0,6885251	0,3701735	0,0332582	0,0082135	0,0804023	0,6640359	0,7554917	0,0033699	0,1149087	0,7187575
0,4540206	0,0005994	0,6398005	0,6769498	0,2374083	0,6093044	0,1970317	0,6355513	0,2077621	0,0408161	0,6943938	0,1511818	0,5415086	0,7642190	0,0553897	0,5656179	0,6855942	0,6713031	0,0303015	0,6393372	0,0191346	0,0158488	0,7708898	0,2437977	0,1074571	0,1108619	0,5790342	0,1589346	0,7650377	0,3329359	0,5980241	0,7919067	0,0412136	0,0001113	0,4144241	0,0306196	0,0000000	0,0578572	0,6471466	0,6870678	0,6721465	0,3738757	0,0219591	0,0275014	0,0755373	0,7355845	0,6834601	0,0006620	0,0965224	0,7479833
0,4104019	0,0012668	0,6345617	0,6604614	0,2327126	0,7654426	0,2540649	0,6066217	0,2280029	0,0213950	0,6512941	0,1292088	0,6740299	0,6325702	0,0794397	0,6479033	0,7823906	0,5429821	0,0618753	0,6957801	0,0300134	0,0279620	0,6565195	0,2611786	0,1249501	0,0842463	0,5406471	0,1687424	0,6437859	0,4594178	0,7645884	0,7522947	0,0268765	0,0001492	0,4201549	0,0297614	0,0000502	0,0000000	0,5790182	0,5451739	0,5957219	0,3953769	0,0167046	0,0378107	0,0252365	0,6617949	0,6865417	0,0018186	0,1142220	0,7440861
0,3579332	0,0013166	0,6870101	0,6573293	0,2707320	0,6717183	0,2222601	0,4954681	0,1410812	0,0472569	0,7159490	0,0877776	0,6682604	0,6968002	0,0979099	0,6178123	0,6261863	0,6969396	0,0591929	0,7142972	0,0156197	0,0139323	0,6981634	0,1999613	0,1311822	0,0943657	0,4983080	0,1405928	0,7261258	0,4917210	0,6434997	0,6513196	0,0014613	0,0040896	0,0080022	0,0399482	0,0026770	0,0624713	0,0000000	0,1693639	0,2529303	0,0009789	0,3652921	0,3218630	0,5982114	0,6454559	0,6112899	0,0005283	0,1187456	0,6317188
0,3664890	0,0003616	0,8669087	0,5839624	0,3151949	0,6804066	0,2294768	0,6046946	0,1703433	0,0672244	0,6411861	0,1694094	0,6588315	0,5077511	0,0486546	0,5685833	0,5816958	0,6589250	0,0597790	0,5557586	0,0279914	0,0248383	0,6654876	0,2156506	0,1215950	0,0798603	0,5004278	0,1467237	0,6176956	0,3841711	0,5543171	0,6361028	0,0334257	0,0004234	0,4310739	0,0326770	0,0011829	0,0572104	0,5932674	0,0000000	0,5206519	0,3752016	0,0336792	0,0086073	0,0411200	0,6470266	0,5605883	0,0105558	0,0990820	0,6291234
0,3911517	0,0009123	0,7668505	0,6969163	0,3068829	0,7212920	0,2791832	0,7053425	0,1605962	0,0535818	0,6312209	0,1512911	0,5822960	0,6910443	0,0500090	0,6444930	0,6160247	0,6109034	0,0250783	0,7713228	0,0260981	0,0168917	0,6386638	0,2374381	0,0932928	0,0989913	0,4225053	0,1809265	0,8489031	0,3420780	0,6678242	0,6603206	0,0517319	0,0021529	0,3691383	0,0190394	0,0002796	0,0937939	0,7040599	0,6950941	0,0000000	0,4098348	0,0171147	0,0110686	0,0247679	0,5682493	0,5040257	0,0174198	0,0932989	0,7225377
0,3538265	0,0006217	0,7085055	0,7425483	0,2965654	0,6581778	0,3156099	0,6101071	0,1753964	0,0424682	0,6280510	0,1322518	0,5603135	0,7079987	0,0479281	0,6960387	0,6708501	0,6320672	0,0489783	0,7218978	0,0123387	0,0161604	0,5739853	0,2488381	0,0949066	0,0830467	0,5837359	0,1485340	0,7435243	0,3124940	0,6933356	0,6254001	0,0233201	0,0006763	0,3692570	0,0226859	0,0000001	0,0595324	0,6969580	0,6760580	0,5604540	0,0000000	0,0339991	0,0196269	0,0223367	0,6127397	0,8049563	0,0009954	0,0582423	0,5944587
0,4583476	0,0042142	0,5958132	0,7535146	0,3167404	0,7374237	0,2212726	0,5295222	0,1472085	0,0537406	0,6783703	0,0998601	0,6437004	0,6230808	0,0789517	0,6889651	0,5512682	0,7336527	0,0625268	0,6107849	0,0167465	0,0241029	0,7748446	0,2078765	0,1515920	0,0995755	0,6408673	0,1615311	0,7331744	0,2774856	0,7352756	0,6812294	0,0191602	0,0001674	0,3964633	0,0214950	0,0015084	0,0924748	0,7525279	0,6912314	0,6440201	0,3539826	0,0000000	0,0234051	0,0314654	0,6482667	0,6758318	0,0002044	0,1299301	0,5552116
0,4876976	0,0013847	0,6550147	0,6292915	0,3133143	0,7072291	0,2381321	0,7154354	0,1890451	0,0295958	0,5778160	0,1495855	0,5744702	0,6267382	0,0379607	0,5392467	0,7477714	0,6863767	0,0360107	0,6747423	0,0164434	0,0352112	0,6708267	0,2417654	0,0940684	0,1151203	0,5000789	0,1360700	0,7086724	0,3567385	0,5908760	0,6269503	0,0339686	0,0004226	0,2961766	0,0353493	0,0000382	0,0586084	0,6797455	0,5937305	0,5440838	0,3633674	0,0526724	0,0000000	0,0609050	0,5855260	0,6752587	0,0098886	0,1397048	0,6978313
0,4103234	0,0018503	0,5831946	0,6885399	0,2380879	0,6077755	0,2315424	0,5847576	0,1085229	0,0749241	0,5601126	0,1440033	0,7192554	0,6654439	0,0635868	0,6508588	0,6185988	0,6540220	0,0161014	0,6744493	0,0184986	0,0150986	0,7564843	0,2056959	0,1064873	0,1182871	0,6913880	0,1292093	0,6649358	0,2921240	0,5954747	0,6554181	0,0329700	0,0003978	0,4513063	0,0425467	0,0005811	0,0810615	0,7165770	0,6692990	0,6587071	0,4651567	0,0283549	0,0261576	0,0000000	0,7459384	0,6639516	0,0115544	0,1083332	0,8236467
