G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
0,7760142	0,6596005	0,0466009	0,4382402	0,0317366	0,5341615	0,2610926	0,0087661	0,0848636	0,0325915	0,0000000	0,3849803	0,7330941	0,2675982	0,0721737	0,2736206	0,3890433	0,0054141	0,5248279	0,5971140	0,0128595	0,0232477	0,0786351	0,0299559	0,6691889	0,8009157	0,0493590	0,4807331	0,0128182	0,2838546	0,8980140	0,6873272	0,8139272	0,4975489	0,7394563	0,7875635	0,8290733	0,6959567	0,0168636	0,0447383	0,5916794	0,7753471	0,0430015	0,6813104	0,5231899	0,6159283	0,1885756	0,6396368	0,7257488	0,6135306
0,7496399	0,6078188	0,0119079	0,4567949	0,0359399	0,6369685	0,2381716	0,0141322	0,3254137	0,0376879	0,4636993	0,0000000	0,7969896	0,2141182	0,0333103	0,5547003	0,6850942	0,0040945	0,5519314	0,2778279	0,0000693	0,0054210	0,1300124	0,0328740	0,6100905	0,6254771	0,0497474	0,7088600	0,0304862	0,2764724	0,7228179	0,7772198	0,7633855	0,1492178	0,8141460	0,7473121	0,7507406	0,6831809	0,1418816	0,3341105	0,7063327	0,6955755	0,1116405	0,7089347	0,5430256	0,6792052	0,1910502	0,6236082	0,7356455	0,7014811
0,0720264	0,0840188	0,5945266	0,0578087	0,5652869	0,1037318	0,6887384	0,0054952	0,0817454	0,0285397	0,4708731	0,3508474	0,0000000	0,2547446	0,0521162	0,5784620	0,4789877	0,0214081	0,5888649	0,7350345	0,0003889	0,0049842	0,0893753	0,0482623	0,6915017	0,9346386	0,0341872	0,7178630	0,0059343	0,3552282	0,7316781	0,5245980	0,6076152	0,0833159	0,6947235	0,6423053	0,8043520	0,7700694	0,2463618	0,4025240	0,6426918	0,6778666	0,0526245	0,7810252	0,5883531	0,6617514	0,1895366	0,6127178	0,6686562	0,6363818
0,7013465	0,6972392	0,0578184	0,4193800	0,0507397	0,6602849	0,2363521	0,0108402	0,0152110	0,0348503	0,4090601	0,3764992	0,7037440	0,0000000	0,0618935	0,5166530	0,4190286	0,0169781	0,5159010	0,6084236	0,0006337	0,0049443	0,0763509	0,0301893	0,7937542	0,7319641	0,0372065	0,5385089	0,0165700	0,3117925	0,8515576	0,5876408	0,8351743	0,1164786	0,6296004	0,6861653	0,6890281	0,6552510	0,1478248	0,4263572	0,8806636	0,7910797	0,1006726	0,7134652	0,6623850	0,7113113	0,1894504	0,6675355	0,6484596	0,6529901
0,7339447	0,6052932	0,0333635	0,7131862	0,0053734	0,7273075	0,2094823	0,0054008	0,0044866	0,0309153	0,1390380	0,3113487	0,7860646	0,0543131	0,0000000	0,5213478	0,0135107	0,0008917	0,7360251	0,3875911	0,0016036	0,0017333	0,0693809	0,0457680	0,8530281	0,7971512	0,0192744	0,2542153	0,0034091	0,3334933	0,6133588	0,8826800	0,7622885	0,7915381	0,6927835	0,8008441	0,8591321	0,7206062	0,0287698	0,0840011	0,6143394	0,7061080	0,0317287	0,7682978	0,5211729	0,7763194	0,1271678	0,7674885	0,7797332	0,7097750
0,7281023	0,6385428	0,0564325	0,4194233	0,0611137	0,6126208	0,3354978	0,0190194	0,1325062	0,0458274	0,5127064	0,2427251	0,7648071	0,2510628	0,0442331	0,0000000	0,3779972	0,0203300	0,4281727	0,6772381	0,0000630	0,0097910	0,1563217	0,0118923	0,6431507	0,6889466	0,4875475	0,5821938	0,0299601	0,2821428	0,4532537	0,7859183	0,7138059	0,1029737	0,7105406	0,8625688	0,3809756	0,5455500	0,1355613	0,1842513	0,8300602	0,8054986	0,0718522	0,6936408	0,6833861	0,8415816	0,5171763	0,5512880	0,7514584	0,6170442
0,7192415	0,7131078	0,0198602	0,6067172	0,0218743	0,5234450	0,2597446	0,0626967	0,0051073	0,0321917	0,0725054	0,3249216	0,7787462	0,3790789	0,0340393	0,3677069	0,0000000	0,0141246	0,4472649	0,6696944	0,0009114	0,0194919	0,0819773	0,0366583	0,7633279	0,7098796	0,0569197	0,7100302	0,0185043	0,3309319	0,6746335	0,6105819	0,7335736	0,5949941	0,5632860	0,6481270	0,7062974	0,6914678	0,0349842	0,1931902	0,6267940	0,5748292	0,0457737	0,8001209	0,4469987	0,8210476	0,2173395	0,6462879	0,7296548	0,5420646
0,7063739	0,6409592	0,0365137	0,4430912	0,0219391	0,5870790	0,3511506	0,0499061	0,0215600	0,0348743	0,3519367	0,2878170	0,7640549	0,2993185	0,0561974	0,5124317	0,3651333	0,0000000	0,4568696	0,6528044	0,0002081	0,0073677	0,1117698	0,0358132	0,6166740	0,7942273	0,1301228	0,7228763	0,0197058	0,2755279	0,7028434	0,7029590	0,7555005	0,0507758	0,8009849	0,6690338	0,7110940	0,7680444	0,1324077	0,2660687	0,6153956	0,7531406	0,1193536	0,6724295	0,7667971	0,7064640	0,1807183	0,5578544	0,6586668	0,6324289
0,7279410	0,5841190	0,0346356	0,3886043	0,0307388	0,5946681	0,3075968	0,0556487	0,1494167	0,7153790	0,5634781	0,3552531	0,8093672	0,0292032	0,0257326	0,6186572	0,4669757	0,2287990	0,0000000	0,6251700	0,0005842	0,0180036	0,1141287	0,0243536	0,6793511	0,5235534	0,0210086	0,6127566	0,3394703	0,2841862	0,7037911	0,6552420	0,7244127	0,0901255	0,8014525	0,5659426	0,7643329	0,7011970	0,2288429	0,3474121	0,6231906	0,6304964	0,0455252	0,7994375	0,6747719	0,7175883	0,1481521	0,3682170	0,9234281	0,5796501
0,7170615	0,5904623	0,0853725	0,2904729	0,0328152	0,4913345	0,3237264	0,0240773	0,0450963	0,0177421	0,5241611	0,2664561	0,6077971	0,3148660	0,0449149	0,5729991	0,3810286	0,0264103	0,5399373	0,0000000	0,0020487	0,0058520	0,1287104	0,0469044	0,8605264	0,6678692	0,2094703	0,6735091	0,0267554	0,1709813	0,6722251	0,7797140	0,7415232	0,0513505	0,7383331	0,7518571	0,9622261	0,7723091	0,2360251	0,2904744	0,6469626	0,6681708	0,1279688	0,7344856	0,7131439	0,6656970	0,1926720	0,5423648	0,6801816	0,8004381
0,6760042	0,6949990	0,0207015	0,4312327	0,0460149	0,5900234	0,2731293	0,0314394	0,0219995	0,0343076	0,4275930	0,2977136	0,8510076	0,3252675	0,0826395	0,5881833	0,3783943	0,0501175	0,4947217	0,6202103	0,0000000	0,0073805	0,1540229	0,0295656	0,8850409	0,7502431	0,0620798	0,6334630	0,0292634	0,2991605	0,7135112	0,6889169	0,8963963	0,0953734	0,9155414	0,7583593	0,6676511	0,7511908	0,1968396	0,3271198	0,5967946	0,7403820	0,0551737	0,8163257	0,7934658	0,7830599	0,1458600	0,5215484	0,7352493	0,7204064
0,7761984	0,6346268	0,0286055	0,5251063	0,0145558	0,6526614	0,2628977	0,0125686	0,0436518	0,0468906	0,4652494	0,3222690	0,7105404	0,0974892	0,0462433	0,6964803	0,5067145	0,0235198	0,6642340	0,6375552	0,0008796	0,0000000	0,0872665	0,0289113	0,7240375	0,6906394	0,0367327	0,6901924	0,0188345	0,3790460	0,7357643	0,7125886	0,6601283	0,0550981	0,7688452	0,6631099	0,6180415	0,6700651	0,3343013	0,5096861	0,7274984	0,6450788	0,0602766	0,7194682	0,7214954	0,6906430	0,1652013	0,6021678	0,7697714	0,6850240
0,7013202	0,6061955	0,0785323	0,4143571	0,0274543	0,6088728	0,2632842	0,0336795	0,0250795	0,0289813	0,5346381	0,3078937	0,7533828	0,2699206	0,0390932	0,4266544	0,3937322	0,0061646	0,6354973	0,7500310	0,0001059	0,0110687	0,0000000	0,0208645	0,7250291	0,6494748	0,0356750	0,5969921	0,0193824	0,2913244	0,7220657	0,4689425	0,7994742	0,1194982	0,8295959	0,7330358	0,8138606	0,7208057	0,2282610	0,5023921	0,6252836	0,8856162	0,0875944	0,6832628	0,6730971	0,5683254	0,1643404	0,5692788	0,8360306	0,8549836
0,7278062	0,5097907	0,0227869	0,4391679	0,0350415	0,6816958	0,4191055	0,0618967	0,0147681	0,0416741	0,4335468	0,2884551	0,7761833	0,3842571	0,0363376	0,3468009	0,3759623	0,0196274	0,5125704	0,5826307	0,0001568	0,0074504	0,2049528	0,0000000	0,7171896	0,7391596	0,0528033	0,5027830	0,0141506	0,2058666	0,6536998	0,7872633	0,6738422	0,0731539	0,7903897	0,8542617	0,7790769	0,8876826	0,2751905	0,4082769	0,6820607	0,6710527	0,0735946	0,6683736	0,7766930	0,6871371	0,1901378	0,4918512	0,7422411	0,6751185
0,8028971	0,6271283	0,0300297	0,4548751	0,0202241	0,6471963	0,3261012	0,0228401	0,0181105	0,0194499	0,5745755	0,2832812	0,7542391	0,4081659	0,0615938	0,6868390	0,5269989	0,0074927	0,6621398	0,5707557	0,0000189	0,0181689	0,1427301	0,0140597	0,0000000	0,6619155	0,0225973	0,5527763	0,0034387	0,3130302	0,7841482	0,7757294	0,7260851	0,1185638	0,7540280	0,6648429	0,8055750	0,7577642	0,1568816	0,4776185	0,6026499	0,7404468	0,0786768	0,7209249	0,5457598	0,7342701	0,1148735	0,6724095	0,6741888	0,6511564
0,7809025	0,6471504	0,2935324	0,1226143	0,3847044	0,2311905	0,7162920	0,0181331	0,6538228	0,3960200	0,3705925	0,0005639	0,9184557	0,2590462	0,7478705	0,5531478	0,3277239	0,2703367	0,0663684	0,5361999	0,0001459	0,0186040	0,6626325	0,0521123	0,6134100	0,0000000	0,0012620	0,0073047	0,3715794	0,1783772	0,7796949	0,8641016	0,5874487	0,2378875	0,7585558	0,5764661	0,4413455	0,6684140	0,3554957	0,4151010	0,2671743	0,7494921	0,6513676	0,6354416	0,5051633	0,7751538	0,3846014	0,0374633	0,0301455	0,7299520
0,8163579	0,6719695	0,0285362	0,4285664	0,0194841	0,5689931	0,3891067	0,0239988	0,0068437	0,0472271	0,5171499	0,4161674	0,7632992	0,2062334	0,0519380	0,4322559	0,3826670	0,0178021	0,5837773	0,7029282	0,0003214	0,0040701	0,1659926	0,0111887	0,7507097	0,6150394	0,0000000	0,5002399	0,0070683	0,2068579	0,6942837	0,6116128	0,7484586	0,0483601	0,7586441	0,7905218	0,7625335	0,6673310	0,2361473	0,5110775	0,8462201	0,6464287	0,0886208	0,8629172	0,6717637	0,9164787	0,1692946	0,5880151	0,6559597	0,6895592
0,8276459	0,5524348	0,0457539	0,4730448	0,0091394	0,5396515	0,2819180	0,0399518	0,0258673	0,0248452	0,4985460	0,2614200	0,7202025	0,1104785	0,0706669	0,3711236	0,4857926	0,3941229	0,6218674	0,6556837	0,0000972	0,0167070	0,1432936	0,0540527	0,7474906	0,9303264	0,0941741	0,0000000	0,0232288	0,2701280	0,7734506	0,8500547	0,6822723	0,0884608	0,6831476	0,8024907	0,6389267	0,8054398	0,1802225	0,3928722	0,7413405	0,7149532	0,0921282	0,7058172	0,7144366	0,7435259	0,2393786	0,8186747	0,7284381	0,6239449
0,7205084	0,7049457	0,0198692	0,4841988	0,0296910	0,5720020	0,3519931	0,0217415	0,0033774	0,0437732	0,5321666	0,2622699	0,7261011	0,2973741	0,0495332	0,6154790	0,4139094	0,0093904	0,5091827	0,5376865	0,0025545	0,0173151	0,0947183	0,0191068	0,7844432	0,7410270	0,0511424	0,6963005	0,0000000	0,3207208	0,8484855	0,7436333	0,7272368	0,1076024	0,7266576	0,8841543	0,7570106	0,8746746	0,2004303	0,3590240	0,6405203	0,6989877	0,1024198	0,7949622	0,6282040	0,7886950	0,1365081	0,6858811	0,6144738	0,7230443
0,7108985	0,5991737	0,0138162	0,4842326	0,0464413	0,5780824	0,3529197	0,0136979	0,1283909	0,0330611	0,4941622	0,2604644	0,7114979	0,3419577	0,0254028	0,0596060	0,4579204	0,3077588	0,5720193	0,5584314	0,0003661	0,0095501	0,0794949	0,0378043	0,7742515	0,8421572	0,3636136	0,6031049	0,2583788	0,0000000	0,7436395	0,7009184	0,8336689	0,0894642	0,8825132	0,4927672	0,4167369	0,4792959	0,2372348	0,4059446	0,6955772	0,7018127	0,0330011	0,8349085	0,7483505	0,7170052	0,6896242	0,5744003	0,8273024	0,7131886
0,8507270	0,6217565	0,0484977	0,3963603	0,0281367	0,5670851	0,2846175	0,0283425	0,0465004	0,0474883	0,4049549	0,3474874	0,6641052	0,3863872	0,0395117	0,6496462	0,4571379	0,0156048	0,5960108	0,6528548	0,0011672	0,0036118	0,1109328	0,0328595	0,7798688	0,7859662	0,0144420	0,4929100	0,0145091	0,3038081	0,0000000	0,6553818	0,7389748	0,0854911	0,6349181	0,6775314	0,6997987	0,7249950	0,2060989	0,3294670	0,6601940	0,8209481	0,0960521	0,7324315	0,6969180	0,7228859	0,1650417	0,7095514	0,7966740	0,6457850
0,6604731	0,6479904	0,0278483	0,4957888	0,0163712	0,5528631	0,3214594	0,0372775	0,0142442	0,0553185	0,4501258	0,2434935	0,6186566	0,2551853	0,0336819	0,6290766	0,4863574	0,0085417	0,6274467	0,4833423	0,0014572	0,0048380	0,1199915	0,0211405	0,6543711	0,6729135	0,4224392	0,4838192	0,0107682	0,2713412	0,9418403	0,0000000	0,9695935	0,1262063	0,7335425	0,7940159	0,4454614	0,8515447	0,1345774	0,4683433	0,6610956	0,6834629	0,0659422	0,7286552	0,6128282	0,7533567	0,1464538	0,4530552	0,7625402	0,7036753
0,8352465	0,6785348	0,0306375	0,4133260	0,0240165	0,5951742	0,2901652	0,0314973	0,0237785	0,0452308	0,5516160	0,3838187	0,6598983	0,3721227	0,0343797	0,4243639	0,3894477	0,0091626	0,5691775	0,5416608	0,0009091	0,0275740	0,1730939	0,0262628	0,7011024	0,6633302	0,0511624	0,5046779	0,0098278	0,2289903	0,9105613	0,6746965	0,0000000	0,0885118	0,9090531	0,8666019	0,7620613	0,5952651	0,2728039	0,4313442	0,7631123	0,7475409	0,0939840	0,7239206	0,6353353	0,7891366	0,1569985	0,7189863	0,6338972	0,8818057
0,8958134	0,7021430	0,0288479	0,3317082	0,0208314	0,6179054	0,3173329	0,0313625	0,0232961	0,0274347	0,5144069	0,3102146	0,7246771	0,1038037	0,0486726	0,4811253	0,3828435	0,0270872	0,5168085	0,5511224	0,0010451	0,0105967	0,1069360	0,0469793	0,6776581	0,6757409	0,0990728	0,5103528	0,0071447	0,3328932	0,6215565	0,8243908	0,7265934	0,0000000	0,6779002	0,7423506	0,6598842	0,8138354	0,3221463	0,2808638	0,6745651	0,7698141	0,1348558	0,7637628	0,8530418	0,7365218	0,1072776	0,7687819	0,6207843	0,5704771
0,7123401	0,6952493	0,4078035	0,0816184	0,6284842	0,0244783	0,6454461	0,4067309	0,0000397	0,5663882	0,4079678	0,0069984	0,7605481	0,1392013	0,7128782	0,3889242	0,3945565	0,6713094	0,0820101	0,6369570	0,0002088	0,0072903	0,7336770	0,0120410	0,8047952	0,0249694	0,0184678	0,0202365	0,1868057	0,1552227	0,7308396	0,6791410	0,6720987	0,1960685	0,0000000	0,6910351	0,3538924	0,7115356	0,0714999	0,4315067	0,2854851	0,7021941	0,6288087	0,8215081	0,0271456	0,7936653	0,4537989	0,0139747	0,0158203	0,7678721
0,7521880	0,5993836	0,0258410	0,3521318	0,0191113	0,6217325	0,3319881	0,0449057	0,0203104	0,0514661	0,5083976	0,3595566	0,7177588	0,2468059	0,0439501	0,3673235	0,5378644	0,0097010	0,4942503	0,7012340	0,0003785	0,0139425	0,2045933	0,0280781	0,6403726	0,6881606	0,0304009	0,6174438	0,0173023	0,2340577	0,7054019	0,9667815	0,6043702	0,0638115	0,7829022	0,0000000	0,7801117	0,7081141	0,1226109	0,4426209	0,7629897	0,7665839	0,0987608	0,6369712	0,5552278	0,5497772	0,2377123	0,7535783	0,7052717	0,6700617
0,6284050	0,5588486	0,0209271	0,5615546	0,0231353	0,5700377	0,2662682	0,0053893	0,0289005	0,0154716	0,4868772	0,2666162	0,8513178	0,3135942	0,0221177	0,6626600	0,4230349	0,0213679	0,6012495	0,4977092	0,0000127	0,0467353	0,1487841	0,0340420	0,7621983	0,6895415	0,0391881	0,7278008	0,0085023	0,3222444	0,7510079	0,7214932	0,8060097	0,1778253	0,8608525	0,8341393	0,0000000	0,7290149	0,1993417	0,4633734	0,7138824	0,7820985	0,0542837	0,7512484	0,6386450	0,8082644	0,1247908	0,6626985	0,7773534	0,5649176
0,9459512	0,7320969	0,0243106	0,5069857	0,0117977	0,7191534	0,2508601	0,0605490	0,0472035	0,0370143	0,5387898	0,3096942	0,7054979	0,2333253	0,0393387	0,4290875	0,4202464	0,0287589	0,7065533	0,5957184	0,0000305	0,0184975	0,0805513	0,0583247	0,6542433	0,6826562	0,0684856	0,6341268	0,0057782	0,3333840	0,6739105	0,6316877	0,7586744	0,0847142	0,6801575	0,8717784	0,7045102	0,0000000	0,2186631	0,3537001	0,6942191	0,7800132	0,0574399	0,6244497	0,6798111	0,7988246	0,2498733	0,7180337	0,7254182	0,5042948
0,6661313	0,6814585	0,0406353	0,3097921	0,0408195	0,6269452	0,2781495	0,0025843	0,0141389	0,0582811	0,3857612	0,2587534	0,8340456	0,3055549	0,0285519	0,6361735	0,3725374	0,0121840	0,5689777	0,6230315	0,0001800	0,0184783	0,1783724	0,0141727	0,8044529	0,8039713	0,0464572	0,5811315	0,0011797	0,2374340	0,7139773	0,7356953	0,7750246	0,0906603	0,6634793	0,7190583	0,6587222	0,7236340	0,0000000	0,3668430	0,7148493	0,6346412	0,0706590	0,7032826	0,6811615	0,7461980	0,1579284	0,5586674	0,7790842	0,7102669
0,7544946	0,7138412	0,0755035	0,3883395	0,0222845	0,6024418	0,3576341	0,0368557	0,0193439	0,0300253	0,6220232	0,3434068	0,8280011	0,2421424	0,0648039	0,6363154	0,4965618	0,0169595	0,4125570	0,5594185	0,0013596	0,0128844	0,1587946	0,0231880	0,7307904	0,7113871	0,0866666	0,6248712	0,0473755	0,3259738	0,7200460	0,7349175	0,6298439	0,0197081	0,9465844	0,8702898	0,6882647	0,6772062	0,2099866	0,0000000	0,7408270	0,7525754	0,1048178	0,6864943	0,6882017	0,7615375	0,1550750	0,6928726	0,7237676	0,7299758
0,6615308	0,6607127	0,0188694	0,4699353	0,0241570	0,5928910	0,2475125	0,0144432	0,0433071	0,0473386	0,4475687	0,1926158	0,8128324	0,2096105	0,0795928	0,4282168	0,4068481	0,0170323	0,5068761	0,6100051	0,0033744	0,0116013	0,1586665	0,0382842	0,7295489	0,5743410	0,0559185	0,5474532	0,0210044	0,2576173	0,3253560	0,6186540	0,7913666	0,0618772	0,7699896	0,7746527	0,8049453	0,7669155	0,2172250	0,4387555	0,0000000	0,7541804	0,1040032	0,8004562	0,7222641	0,7899449	0,4746062	0,5708140	0,7586569	0,7785528
0,6114878	0,6113512	0,0177309	0,4860640	0,0329888	0,5673357	0,3124173	0,0087671	0,0338284	0,0251172	0,4297837	0,3156128	0,7561249	0,0891679	0,0367660	0,0163709	0,4678649	0,0030841	0,4951831	0,6100775	0,0000517	0,0072874	0,5178993	0,7902532	0,7313742	0,8388416	0,3999353	0,5150825	0,0016016	0,2652691	0,6660465	0,6626733	0,7891262	0,0646817	0,7825503	0,8003074	0,3726046	0,7386894	0,2208177	0,4557370	0,7429336	0,0000000	0,0832626	0,6940661	0,6707362	0,0474100	0,7802541	0,6219806	0,7562768	0,6969821
0,7578309	0,6729030	0,0407635	0,5515722	0,0083016	0,7122388	0,2264121	0,0189287	0,0341781	0,0452991	0,4147552	0,4080369	0,6077128	0,3074242	0,0552211	0,5965381	0,4445699	0,3022401	0,5981956	0,5636608	0,0025957	0,0186638	0,0863401	0,0431064	0,8068350	0,6725911	0,0190621	0,0128472	0,0163543	0,4868201	0,7139522	0,6820197	0,7542588	0,1401957	0,7623032	0,7231349	0,6894234	0,7937779	0,1981431	0,4179682	0,7185347	0,6952439	0,0000000	0,5806249	0,5370368	0,7537746	0,1991669	0,6469720	0,7402175	0,6489943
0,7422752	0,5819189	0,0041062	0,3906373	0,0307617	0,5081214	0,3165569	0,0141483	0,0647894	0,0192429	0,4187642	0,4533687	0,7167277	0,0836297	0,0647402	0,3994204	0,3675648	0,1870577	0,5822190	0,4522646	0,0004818	0,0112655	0,0797644	0,0547218	0,6437137	0,6955300	0,0788341	0,6252245	0,2705576	0,7071428	0,7696050	0,8071054	0,7912985	0,0928372	0,6612682	0,6953300	0,6909771	0,7349973	0,2327643	0,3804597	0,8186152	0,7481781	0,0651389	0,0000000	0,5796748	0,7501647	0,0989493	0,7223422	0,7306352	0,5394031
0,6106557	0,7155510	0,0351509	0,4775690	0,0406582	0,7271949	0,2726978	0,0195364	0,0170039	0,0301306	0,3957792	0,2746931	0,7832951	0,1545960	0,0273525	0,3027984	0,4483919	0,0162744	0,5980496	0,6158387	0,0091451	0,0080547	0,1230775	0,0132074	0,7616643	0,7815743	0,0310386	0,7581058	0,0118121	0,2835136	0,7268693	0,8036952	0,7229646	0,0686272	0,9378789	0,7017382	0,7950862	0,8432818	0,1747851	0,2996552	0,7595656	0,6498901	0,1022228	0,8181858	0,0000000	0,7956245	0,2087922	0,5692974	0,7120731	0,8260566
