G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
0,0555423	0,8115867	0,8362762	0,1162295	0,4180291	0,2518624	0,7388438	0,1817489	0,6992569	0,7930698	0,0000000	0,1233356	0,8257607	0,5687179	0,0349221	0,0965232	0,0009111	0,6563532	0,0063623	0,7851699	0,0405109	0,7592830	0,6907447	0,3841431	0,2303543	0,8658169	0,5197726	0,2881646	0,6660083	0,0082257	0,6543283	0,3606349	0,7125438	0,1532407	0,0901990	0,0322763	0,0098204	0,8083258	0,8046613	0,0508433	0,0140047	0,7549036	0,0912302	0,1926834	0,5455885	0,7790202	0,0665854	0,8107382	0,0292208	0,1857664
0,0447214	0,8237784	0,7697652	0,6896390	0,0159224	0,2346108	0,0274641	0,1924524	0,0466082	0,4380694	0,7962780	0,0000000	0,9422812	0,8094386	0,0377148	0,6758834	0,0022551	0,6962298	0,0177362	0,7028323	0,0637166	0,7509983	0,7101446	0,6832429	0,2216295	0,7751690	0,5570471	0,3010726	0,9133404	0,0082878	0,6753135	0,2260278	0,7595324	0,1929410	0,1460613	0,0288500	0,0230591	0,6983997	0,7005222	0,0245916	0,0265965	0,6937200	0,1089494	0,2022912	0,6161828	0,8357581	0,0523022	0,9549588	0,0786535	0,2441396
0,0338487	0,7125209	0,8644578	0,7107007	0,0392021	0,2162278	0,0126067	0,7290936	0,0480373	0,4540784	0,6838492	0,4619635	0,0000000	0,0416627	0,7662001	0,5789236	0,7008631	0,6642578	0,0118788	0,7421884	0,0355334	0,7465352	0,7689209	0,5977109	0,2744020	0,6596738	0,5568582	0,0453114	0,6420361	0,0152800	0,6386317	0,2867893	0,7087316	0,1792437	0,2155151	0,0088485	0,0153645	0,7138362	0,5657242	0,0547897	0,0106453	0,7455699	0,0745622	0,1561974	0,5599589	0,7720061	0,0648098	0,7453761	0,0696107	0,1689554
0,0493919	0,9135014	0,8737062	0,4701518	0,0183862	0,3048290	0,0209655	0,1837876	0,0124142	0,6772782	0,7727973	0,4689575	0,7108445	0,0000000	0,0364935	0,5342747	0,6186509	0,7539881	0,0157815	0,6018320	0,0525457	0,7412236	0,6835955	0,7299108	0,3173674	0,6272948	0,5098181	0,0628876	0,6815274	0,0194170	0,4611396	0,2975235	0,7786408	0,1303635	0,3119877	0,0156812	0,0013542	0,7480399	0,8621660	0,0142763	0,0145576	0,7100646	0,0791403	0,0875915	0,5836992	0,6599769	0,0791814	0,7945884	0,0582043	0,2217671
0,0093801	0,8950750	0,6585526	0,6928240	0,0306217	0,2632514	0,0238257	0,1371413	0,0279866	0,4835855	0,8613762	0,4109944	0,6951486	0,0211259	0,0000000	0,7171323	0,6307600	0,5561869	0,0069649	0,7371222	0,0558834	0,6336529	0,7206667	0,7054268	0,3063311	0,8379722	0,5863114	0,2782479	0,9220293	0,0093221	0,6575362	0,2224555	0,8251936	0,1730994	0,2384489	0,0323632	0,0131956	0,7958002	0,7252569	0,0484011	0,0173687	0,7914417	0,1055836	0,1755253	0,6374016	0,6552018	0,0841483	0,8253248	0,0497728	0,1356671
0,0846233	0,6053434	0,6875182	0,6592160	0,0367733	0,2960591	0,0211606	0,1462140	0,0472759	0,4122438	0,6942176	0,4756975	0,7085552	0,0427159	0,0540346	0,0000000	0,7397364	0,2162049	0,0301281	0,8826558	0,7859037	0,7761386	0,4947910	0,0803161	0,0460717	0,5651176	0,3210370	0,1819464	0,7081768	0,0745857	0,8007400	0,6174774	0,8371840	0,1885402	0,0180213	0,0688711	0,0085752	0,8781226	0,4249274	0,4471125	0,0325848	0,9611500	0,1319072	0,1860883	0,5704462	0,7250955	0,0862486	0,7268983	0,1420230	0,1512875
0,0308261	0,8356080	0,7923136	0,5661419	0,0463329	0,2199185	0,0384680	0,1588281	0,0490240	0,4212654	0,6814036	0,4627359	0,8583486	0,0316991	0,0232743	0,5724094	0,0000000	0,8201860	0,0159847	0,7319968	0,0242173	0,7713725	0,6500867	0,7273976	0,2163866	0,7242316	0,5553930	0,3934542	0,7169390	0,0211841	0,4158856	0,2407463	0,7135995	0,1804505	0,2556844	0,0156277	0,0051106	0,7998452	0,7995643	0,0243000	0,0159102	0,6841686	0,1137876	0,1140114	0,5712050	0,7807267	0,0500115	0,8062844	0,0349381	0,2181539
0,0378983	0,8146706	0,8218910	0,5724880	0,0327862	0,2640052	0,0076872	0,1364433	0,0352356	0,2603312	0,7548029	0,4280784	0,8097184	0,0396510	0,0307676	0,7603228	0,7678874	0,0000000	0,8321515	0,8444022	0,0454194	0,5861806	0,6140634	0,8462627	0,3647755	0,8221969	0,5477565	0,0430398	0,8353070	0,0109043	0,4376470	0,2557468	0,7422392	0,2499559	0,3027867	0,0340567	0,0087086	0,8382392	0,7452015	0,0327367	0,0273745	0,7651257	0,0782087	0,1621590	0,6390688	0,7079589	0,0606964	0,8390869	0,0527207	0,2252850
0,0311956	0,7228766	0,8014533	0,4786022	0,0183255	0,2653101	0,0492980	0,1470134	0,0464428	0,6353313	0,6691077	0,5288963	0,8239404	0,0595745	0,0535444	0,6597588	0,9136351	0,5150273	0,0000000	0,0848816	0,0546889	0,7623127	0,6459059	0,8416295	0,2226540	0,7957211	0,6557392	0,0314273	0,6732260	0,0080760	0,4402588	0,3357986	0,6728059	0,2101970	0,3381966	0,0222114	0,0044498	0,7597275	0,9366708	0,0429693	0,0117549	0,8630160	0,1158954	0,1191580	0,5369807	0,7278334	0,0918601	0,7295587	0,0562202	0,2267305
0,0307992	0,7932227	0,5030589	0,5016749	0,0420306	0,3193306	0,0491647	0,1418117	0,0167512	0,4393166	0,9179601	0,4151015	0,7991476	0,0359496	0,0287967	0,6937770	0,8078039	0,5650123	0,0177999	0,0000000	0,0690714	0,7858251	0,7150105	0,5584823	0,2709838	0,7431181	0,5160260	0,5268740	0,7081048	0,0102975	0,5580458	0,2029102	0,7927388	0,1814578	0,2380639	0,0367809	0,0114121	0,8126955	0,6569135	0,0402035	0,0368810	0,6695253	0,1181991	0,1476174	0,5428766	0,6616790	0,0787912	0,6346257	0,0457779	0,1778229
0,0113880	0,8113582	0,6443846	0,6069833	0,0751095	0,2863160	0,0458344	0,1746385	0,0418607	0,5670230	0,7964344	0,4730897	0,6737983	0,0348427	0,0237617	0,6288158	0,6789869	0,6917898	0,0049075	0,7013536	0,0000000	0,7066376	0,6884302	0,5359280	0,2895063	0,6803526	0,5019701	0,2971360	0,7961108	0,0201573	0,6234389	0,3259708	0,8479726	0,1998698	0,2842857	0,0220100	0,0173942	0,7195476	0,7872760	0,0387412	0,0196077	0,8134861	0,0712366	0,1440397	0,4787532	0,6785314	0,1130054	0,8949779	0,0379493	0,2793083
0,0269167	0,7485438	0,7798562	0,6029287	0,0657316	0,2146082	0,0261035	0,1715978	0,0598665	0,4309079	0,7999814	0,3781119	0,7435536	0,0519805	0,0217853	0,6518982	0,7007371	0,1330306	0,0223002	0,7712256	0,0280886	0,0000000	0,8539802	0,6850211	0,2580093	0,7523542	0,5397621	0,0832474	0,8352737	0,0098685	0,6186100	0,3255284	0,6861621	0,2032884	0,2618184	0,0574559	0,0103799	0,7599057	0,7459470	0,0139826	0,0177766	0,8179354	0,1389310	0,1225687	0,6842079	0,8341835	0,0636408	0,7079037	0,0329072	0,1591180
0,0197444	0,7158593	0,7463515	0,6691514	0,0633730	0,2066978	0,0149528	0,1725866	0,0269216	0,4201939	0,6381584	0,5279849	0,8127296	0,0201751	0,0480997	0,5789410	0,8179082	0,6624239	0,0001049	0,7736061	0,0286576	0,7086999	0,0000000	0,5038881	0,3231407	0,6717795	0,5095866	0,5021627	0,6423985	0,0079586	0,4899943	0,2272988	0,7794861	0,2033354	0,3003278	0,0174442	0,0103481	0,7053041	0,6747370	0,0274556	0,0166739	0,8267664	0,0943347	0,1380287	0,7052482	0,6074452	0,0528681	0,6348468	0,0358880	0,1824743
0,0293568	0,7950859	0,6720544	0,5554163	0,0207816	0,2115861	0,0250863	0,1644575	0,0558156	0,4242137	0,7806000	0,5802475	0,5815472	0,0261454	0,0818970	0,6320907	0,7226187	0,5439279	0,0035142	0,8053132	0,5619024	0,6381182	0,6162605	0,0000000	0,0049304	0,5961019	0,4282134	0,4692827	0,6074528	0,0377359	0,7328227	0,5525387	0,6743147	0,1980030	0,0133720	0,7782789	0,0156238	0,8234597	0,0565864	0,7904224	0,0113990	0,7590584	0,0891565	0,1724847	0,6048740	0,6034297	0,0461082	0,8634910	0,3328745	0,2023444
0,0364017	0,7241533	0,7614030	0,6541595	0,0476424	0,2048928	0,0406886	0,1591201	0,0554498	0,4721343	0,8288221	0,4491722	0,7911388	0,0151918	0,0334982	0,6409939	0,7447950	0,6151297	0,0015633	0,6190590	0,0789261	0,6656907	0,6590002	0,6130539	0,0000000	0,5714981	0,0433781	0,0890373	0,5189643	0,0300520	0,7727134	0,6801225	0,6530113	0,1911190	0,0302911	0,7451575	0,0239032	0,8771171	0,0622661	0,0467666	0,0100741	0,7853568	0,0743822	0,1652065	0,7485735	0,7125117	0,0697148	0,8223874	0,3739982	0,1670777
0,0345159	0,7105388	0,8499709	0,5563097	0,0391248	0,2759332	0,0218414	0,1890668	0,0410679	0,4244020	0,7816863	0,4627478	0,7100794	0,0360975	0,0371744	0,6760715	0,8832390	0,5904340	0,0044638	0,7244321	0,0817960	0,7410386	0,5970959	0,6111384	0,7231515	0,0000000	0,6021409	0,4763938	0,7080203	0,7999638	0,0927180	0,1347879	0,7104530	0,4589771	0,7114622	0,0543116	0,0064971	0,7772916	0,8832751	0,0287152	0,0114672	0,6811115	0,1279791	0,1306536	0,6415218	0,0151383	0,7733778	0,7065069	0,0764084	0,2072392
0,0730321	0,9400358	0,7243560	0,5361564	0,0235815	0,2994327	0,0134911	0,1606352	0,0499469	0,6059659	0,8648444	0,4409453	0,8189081	0,0165273	0,0280123	0,6401743	0,7320081	0,6702508	0,0008119	0,7128276	0,0669064	0,6859106	0,6862275	0,5180909	0,2305962	0,7860703	0,0000000	0,3776700	0,5535875	0,0078470	0,5149798	0,3040201	0,6764160	0,1532473	0,2329811	0,0227798	0,0162673	0,7713244	0,8018176	0,0230444	0,0211175	0,8096461	0,0785511	0,1301658	0,5959683	0,7638192	0,0483680	0,8733922	0,0517423	0,1628791
0,0335833	0,6294909	0,8058747	0,5689759	0,0308401	0,2601987	0,0695775	0,1464479	0,0232267	0,4030665	0,7796676	0,3637155	0,7391989	0,0817192	0,0631422	0,6876192	0,6927608	0,6412517	0,0035286	0,0571343	0,0454453	0,8126977	0,7088448	0,6707070	0,2591960	0,7708200	0,5563492	0,0000000	0,6806251	0,0279770	0,5259846	0,3029282	0,9766466	0,2386847	0,2806641	0,0433120	0,0100854	0,8067385	0,7797243	0,0165485	0,0267841	0,7118280	0,1023363	0,1655886	0,5375365	0,7882774	0,0683329	0,7999793	0,0270709	0,2125326
0,0191399	0,7217354	0,7743150	0,5770790	0,0381081	0,2002759	0,0173904	0,1581672	0,0284661	0,4956327	0,7162109	0,4089600	0,6682417	0,0404092	0,0664001	0,6312874	0,7678888	0,6926692	0,0021987	0,0308214	0,0535775	0,7501237	0,6831938	0,6726429	0,3209728	0,8133095	0,4896274	0,0095566	0,0000000	0,0070838	0,5854453	0,2457678	0,7346722	0,1595926	0,2989601	0,0320185	0,0066604	0,8648644	0,9093963	0,0258093	0,0095177	0,7525215	0,0667371	0,1619894	0,4794121	0,5944432	0,0624599	0,7535480	0,0401253	0,2417215
0,0329126	0,6209806	0,8296478	0,6747589	0,0181466	0,3790605	0,0474733	0,1311343	0,0382625	0,4835416	0,7937809	0,4520498	0,8260637	0,0331705	0,0557237	0,5857454	0,8340527	0,6360442	0,0164058	0,7841000	0,0331923	0,6709162	0,6673421	0,6609643	0,3332745	0,8089263	0,4496000	0,2003396	0,7550445	0,0000000	0,5399537	0,3025898	0,5964989	0,1507864	0,3266173	0,0274382	0,0079110	0,8131705	0,6581461	0,0210862	0,0163342	0,8428373	0,0810755	0,1473784	0,5905092	0,8221714	0,0681843	0,7902231	0,0358913	0,1815826
0,0396314	0,7686029	0,7826696	0,7491709	0,0568600	0,2991403	0,0274095	0,1414323	0,0427762	0,4222883	0,6512001	0,4653901	0,8084408	0,0224733	0,0261052	0,6413666	0,8594171	0,5572037	0,0009972	0,7313420	0,0258955	0,7156744	0,2484779	0,6069306	0,2988064	0,7622239	0,5695625	0,1279633	0,8302665	0,0054947	0,0000000	0,2959083	0,7169499	0,7215142	0,2331354	0,0468613	0,0180346	0,7541488	0,9008228	0,0261800	0,0358033	0,7136159	0,1064476	0,1912248	0,5827636	0,8935089	0,0585534	0,8628137	0,0317382	0,2046394
0,0259843	0,7997754	0,7162421	0,5849434	0,0143687	0,2129477	0,0394342	0,1439824	0,0244205	0,5911268	0,7031550	0,3618673	0,6351030	0,0415250	0,0268077	0,6172322	0,7183460	0,6032797	0,0050825	0,7609450	0,0760263	0,7200313	0,6139932	0,5408354	0,2191821	0,7367134	0,4817951	0,0421413	0,6514903	0,0114423	0,4613698	0,0000000	0,7698920	0,1829800	0,3036510	0,0301059	0,0239738	0,6456831	0,7120786	0,0327499	0,0082078	0,7154695	0,0760527	0,1054059	0,5557530	0,6756439	0,1116259	0,6924273	0,0203755	0,2131506
0,0497593	0,7467136	0,6949081	0,6524755	0,0563548	0,1968866	0,0704116	0,1779321	0,0470280	0,4705447	0,7532765	0,4691672	0,6315221	0,0345923	0,0317691	0,6368259	0,7227779	0,7924840	0,0019353	0,8063229	0,0388000	0,6870832	0,6225688	0,6644392	0,2994316	0,8576091	0,6311324	0,1884459	0,8049926	0,0090642	0,4376290	0,2751991	0,0000000	0,1526971	0,4193872	0,0355912	0,9717886	0,0751533	0,9303003	0,0474645	0,6732559	0,6470478	0,1321698	0,7782184	0,0653383	0,5586080	0,1150151	0,6585235	0,0135006	0,6525532
0,0211629	0,7631728	0,7032180	0,5754617	0,0292492	0,2842516	0,0624491	0,1927621	0,0106404	0,5344775	0,6764283	0,4434417	0,6423443	0,0159305	0,0272069	0,7062073	0,6856350	0,6950326	0,0040143	0,7812402	0,0402032	0,8084217	0,7713804	0,6429196	0,2746941	0,8942416	0,4501365	0,1379136	0,7269820	0,0126188	0,4889177	0,2729092	0,7932022	0,0000000	0,3451121	0,0192284	0,0212175	0,8770844	0,7441334	0,0354791	0,0074618	0,7510944	0,0887624	0,2512020	0,5281827	0,7643343	0,0627695	0,6917774	0,0551292	0,2326016
0,0594706	0,8391135	0,7672586	0,6200182	0,0360491	0,2026519	0,0279707	0,1959354	0,0703430	0,4663157	0,8232970	0,3933068	0,8523692	0,0335654	0,0644379	0,5487162	0,6402477	0,6974803	0,0083331	0,6118685	0,0325737	0,7206370	0,5959692	0,7106559	0,2589706	0,6498880	0,6363236	0,0809899	0,7389914	0,0229808	0,6084391	0,2374791	0,7953312	0,2146390	0,0000000	0,0441871	0,0164693	0,7319703	0,8123106	0,0397909	0,0063725	0,8823855	0,0842647	0,1304856	0,5884108	0,6962347	0,1140242	0,6838283	0,0424001	0,0992275
0,0055989	0,7487280	0,7690265	0,5852199	0,0324578	0,2222431	0,0416218	0,1615078	0,0506347	0,5639029	0,6975068	0,3854469	0,7003296	0,0302100	0,0356691	0,6354598	0,6118437	0,6498340	0,0040294	0,7156781	0,0418885	0,7747797	0,7730517	0,6556780	0,2801179	0,8835187	0,6292098	0,2845506	0,7518764	0,0167163	0,5199481	0,2510289	0,6466523	0,2026405	0,2838349	0,0000000	0,0054552	0,7035842	0,6717752	0,0213376	0,0263525	0,7906642	0,1198191	0,1986757	0,6603748	0,6916574	0,0481787	0,6807872	0,0362479	0,1515832
0,0233833	0,6066787	0,7305093	0,4555996	0,0245090	0,3042435	0,0107212	0,1014522	0,0424360	0,4323285	0,7318221	0,5737367	0,7335150	0,0117790	0,0265838	0,6530725	0,6354339	0,5550923	0,0016132	0,7614129	0,0189316	0,8864078	0,6882173	0,7039365	0,2679937	0,7300208	0,6026023	0,2319669	0,7471639	0,0311404	0,4952072	0,2518961	0,7651492	0,1149275	0,2567645	0,0095934	0,0000000	0,8378889	0,6916863	0,0155383	0,0065010	0,8486357	0,0965011	0,1264636	0,5762318	0,7925288	0,0423239	0,8001675	0,0261316	0,2244214
0,0229539	0,7612166	0,6439933	0,5692812	0,0357951	0,2396167	0,0515415	0,1041761	0,0361424	0,4610855	0,7842628	0,5149478	0,6875327	0,0311081	0,0275444	0,8275678	0,6125007	0,5532546	0,0073078	0,7856683	0,0288226	0,7380250	0,7803505	0,6224373	0,2421701	0,8264229	0,5737939	0,0974973	0,9401380	0,0142519	0,4355781	0,2899442	0,5991833	0,1306905	0,4142909	0,0128964	0,0017452	0,0000000	0,6752896	0,0449843	0,6684510	0,7647678	0,1166044	0,8238564	0,0131696	0,6728376	0,0768210	0,0126635	0,0833285	0,7933475
0,0141463	0,8046050	0,7554226	0,5510265	0,0377672	0,2570309	0,0417576	0,1380158	0,0419529	0,4548716	0,6919963	0,4368480	0,6001162	0,0339490	0,0379509	0,6103976	0,6499286	0,6266543	0,0073867	0,6961144	0,0244181	0,8457903	0,7277088	0,7862761	0,2799564	0,7188339	0,6313793	0,0589894	0,7033784	0,0145823	0,5470941	0,2664916	0,7417589	0,0930175	0,2765065	0,6607868	0,0295407	0,7307248	0,0000000	0,0481174	0,0297909	0,6468776	0,0589985	0,1640719	0,6821145	0,7879529	0,0631529	0,7681529	0,6483668	0,1819211
0,0197625	0,9181076	0,8295350	0,5425719	0,0484597	0,2164145	0,0465398	0,1236881	0,0376984	0,4033884	0,7138267	0,3895381	0,7241459	0,0268216	0,0303229	0,6321869	0,7663278	0,7059118	0,0057840	0,7446055	0,0265993	0,9109621	0,7541811	0,6199422	0,2686616	0,7528891	0,6193269	0,1821938	0,7272716	0,0273629	0,5795076	0,2964161	0,6938942	0,1779892	0,1543547	0,0322458	0,0099865	0,6172772	0,7232934	0,0000000	0,0260430	0,7563492	0,0638340	0,1664148	0,5865654	0,7306255	0,0621535	0,7278212	0,0438899	0,1292363
0,0228570	0,7020309	0,7481045	0,4881735	0,0437784	0,2682659	0,0465568	0,1997660	0,0346976	0,6294402	0,6540355	0,5326911	0,6873201	0,0332886	0,0481930	0,6825204	0,7355934	0,6818367	0,0251715	0,7831332	0,0559325	0,7749779	0,7156224	0,5664369	0,2177586	0,7982530	0,5906775	0,1678212	0,7398601	0,0399495	0,6454356	0,2118438	0,6277596	0,1995964	0,2537261	0,0310797	0,0055081	0,7974061	0,7336740	0,0273209	0,0000000	0,9634652	0,1061351	0,1587532	0,5883967	0,7254152	0,0704977	0,8039077	0,0191760	0,2326077
0,0279961	0,6991606	0,6532139	0,5337491	0,0164016	0,1603453	0,0311503	0,1818556	0,0812512	0,4389021	0,5953100	0,6510302	0,6433045	0,0218575	0,0263617	0,6781206	0,7495796	0,5631845	0,0074101	0,6773567	0,0471871	0,7270564	0,6686139	0,7604160	0,2232012	0,8223316	0,6012174	0,1351861	0,5457623	0,0319635	0,5280565	0,2547483	0,8076143	0,2400859	0,2436184	0,0133728	0,0208402	0,8620861	0,6839725	0,0376188	0,0172415	0,0000000	0,0588276	0,1653394	0,5993583	0,8184822	0,0686749	0,8463764	0,0348502	0,1686834
0,0307065	0,8208002	0,7529930	0,6916059	0,0152656	0,2489505	0,0264405	0,1218548	0,0593861	0,4823676	0,6915827	0,4988506	0,7676563	0,0421299	0,0254615	0,6589225	0,5961325	0,6106164	0,0038192	0,6589136	0,0228639	0,7776600	0,7064119	0,7451295	0,1709084	0,7692410	0,6245740	0,2736099	0,8526168	0,0132646	0,5929225	0,2203744	0,6879424	0,2046470	0,2061993	0,0357069	0,0216920	0,8791129	0,7777669	0,0120732	0,0222974	0,7962367	0,0000000	0,1776719	0,5889851	0,8045023	0,0624529	0,7048246	0,0347104	0,1922095
0,0405744	0,6205574	0,8082593	0,4958336	0,0205299	0,2892096	0,0119783	0,1723434	0,0224225	0,5099927	0,6417964	0,5639639	0,6434298	0,0396782	0,0495912	0,5378307	0,7039385	0,6879511	0,0014750	0,9151694	0,0478307	0,6855486	0,7141043	0,6297855	0,2814416	0,7384725	0,5501364	0,0814696	0,8570240	0,0062359	0,6959424	0,2653124	0,6768957	0,2233103	0,1759529	0,0333665	0,0039044	0,7390543	0,6534796	0,0196000	0,0225542	0,8625970	0,1070637	0,0000000	0,5108754	0,6745299	0,0579460	0,6775469	0,0173252	0,1481575
0,0501595	0,7951735	0,6076380	0,5203148	0,0162796	0,2420393	0,0157685	0,1574353	0,0455984	0,3861811	0,7833840	0,4880921	0,8415133	0,0136946	0,0618989	0,5827555	0,6830845	0,6962046	0,0112938	0,8052099	0,0344326	0,7763435	0,8119605	0,6987179	0,2925971	0,7630130	0,6015787	0,2499418	0,7976173	0,0023902	0,5569445	0,2774231	0,6411502	0,1761038	0,3136516	0,0123853	0,0250191	0,8104444	0,6598774	0,0371843	0,0076073	0,6405449	0,1204505	0,1814035	0,0000000	0,7253456	0,0905489	0,7737021	0,0266045	0,1832473
