G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
0,7374065	0,7329204	0,0340593	0,0825578	0,7487185	0,3950289	0,0556327	0,6501315	0,1610625	0,5292088	0,0000000	0,1713172	0,3296404	0,6918164	0,3539461	0,0848230	0,5781411	0,8440804	0,7122592	0,1915240	0,0554892	0,0162267	0,4860691	0,8097753	0,6901750	0,2454753	0,7426771	0,6897901	0,0345485	0,7265756	0,7014629	0,6326998	0,1780985	0,6941381	0,3787086	0,0009622	0,4219088	0,4980821	0,3257463	0,4602629	0,6681574	0,7275494	0,0226143	0,3922143	0,4138022	0,0096947	0,2488863	0,7439129	0,7243455	0,0258680
0,5766837	0,7215800	0,0176353	0,0360371	0,7126000	0,6199364	0,0624890	0,2462292	0,3431776	0,5848924	0,3828840	0,0000000	0,3809224	0,6721630	0,7287511	0,0722412	0,7812971	0,6680340	0,6918545	0,1340524	0,0400071	0,0236014	0,5279654	0,7987110	0,6403304	0,0019077	0,6146347	0,6859477	0,0095915	0,6725356	0,7519696	0,6462820	0,3574226	0,1191706	0,5762857	0,0042480	0,4901532	0,5271237	0,1920052	0,5308047	0,6716801	0,7153082	0,0193989	0,3287605	0,3728353	0,0410847	0,2841069	0,7902199	0,5919037	0,0329447
0,5748047	0,6915240	0,0120090	0,0739767	0,6616564	0,3851330	0,0632823	0,6366006	0,1917647	0,6958721	0,0003782	0,4561927	0,0000000	0,7411275	0,3635697	0,0371822	0,7245980	0,7439351	0,7614152	0,1156455	0,0514654	0,0267406	0,6989017	0,8022351	0,6759981	0,1911486	0,7944716	0,7227210	0,0169843	0,6667782	0,6429773	0,6439994	0,2350207	0,4373764	0,5940506	0,0020978	0,3449083	0,7847825	0,3369567	0,4566735	0,6072027	0,8778343	0,1269873	0,3523783	0,3910896	0,0191063	0,3305433	0,7090601	0,5792635	0,0724024
0,7439364	0,7607975	0,0126023	0,0493766	0,6444137	0,4628526	0,0279964	0,4766510	0,1650727	0,5468787	0,0000319	0,4404754	0,3908312	0,0000000	0,4352634	0,0482169	0,8013161	0,6140554	0,8251151	0,1599577	0,0436533	0,0465477	0,6325208	0,6469640	0,7900735	0,2255374	0,8433008	0,6236118	0,0112120	0,6850804	0,7668184	0,7555598	0,1396690	0,6979452	0,4379611	0,0001001	0,3423227	0,6527681	0,4084293	0,5902221	0,6986170	0,7441271	0,0529149	0,4145563	0,3726926	0,0174246	0,3092992	0,8465133	0,6129592	0,0476103
0,6827112	0,6658681	0,0310342	0,0340068	0,7143604	0,3099462	0,0827749	0,5531357	0,2764316	0,6343732	0,0035981	0,2244325	0,3028258	0,6424956	0,0000000	0,0285194	0,7610510	0,7841333	0,7063126	0,0975448	0,0760176	0,0136026	0,5769798	0,7092265	0,7077715	0,2244448	0,6479219	0,5642047	0,0564265	0,6302485	0,6454286	0,7712281	0,1558740	0,6010819	0,3812807	0,0078433	0,4677744	0,6431424	0,4335477	0,5332347	0,6581976	0,7300596	0,0613165	0,3726952	0,3375723	0,0797269	0,3007646	0,7105243	0,7088457	0,0295867
0,7940718	0,6246135	0,0072307	0,0190178	0,5878111	0,5012603	0,0468710	0,7833535	0,2148636	0,6771784	0,0007599	0,7249749	0,3689762	0,7338607	0,3580043	0,0000000	0,7315170	0,7436986	0,6737986	0,1312810	0,0536326	0,9136076	0,7354972	0,7754136	0,6468460	0,2223815	0,6747992	0,5902078	0,0176836	0,4722801	0,6797129	0,7324514	0,1491096	0,6413142	0,3901207	0,0051727	0,5488857	0,5121210	0,3688729	0,6874020	0,7480858	0,6246020	0,0293519	0,4063283	0,3718087	0,0322782	0,3385811	0,7264837	0,6747916	0,0287908
0,5777637	0,0705374	0,2210173	0,0008574	0,6839545	0,2288895	0,0451559	0,7406344	0,2735339	0,5574878	0,0049081	0,1533020	0,3709097	0,0710962	0,3759794	0,7119289	0,0000000	0,7604038	0,7025155	0,4642843	0,0508722	0,0367358	0,7293162	0,6653672	0,8035284	0,2286837	0,7336942	0,6570641	0,0189765	0,6380944	0,7202987	0,8831254	0,2023876	0,7286134	0,4416338	0,0016019	0,4666607	0,6325594	0,0672763	0,6174178	0,5533636	0,6155675	0,0319100	0,4216419	0,3853487	0,0185781	0,0038225	0,7564707	0,6668347	0,0263475
0,7615054	0,7533604	0,0281518	0,0377228	0,6432990	0,5084605	0,0693697	0,6310142	0,3512415	0,6911439	0,0032260	0,1212380	0,6474419	0,7060366	0,0903331	0,7615545	0,7851439	0,0000000	0,6698667	0,8262573	0,0985087	0,0096828	0,0081123	0,5980325	0,6923093	0,2876274	0,5842957	0,6757922	0,0239489	0,2434642	0,6575645	0,6991226	0,0087997	0,8336835	0,4757158	0,0010426	0,5397991	0,5180918	0,3287998	0,5314570	0,5550471	0,6994304	0,0261195	0,3728078	0,3513176	0,0181182	0,0132261	0,6547811	0,5223792	0,0178056
0,6430800	0,6259800	0,0168068	0,0466845	0,6910087	0,6168320	0,7227663	0,5862422	0,0188244	0,0291895	0,0000547	0,4522529	0,0189231	0,0171428	0,3755035	0,0297817	0,6978853	0,9198320	0,0000000	0,1004970	0,6887122	0,0223181	0,6407128	0,0294257	0,7291917	0,0025918	0,0010479	0,7144958	0,0189781	0,7695906	0,7004727	0,8851269	0,3501606	0,3716425	0,6463031	0,0043469	0,5011635	0,6266296	0,3584211	0,0166663	0,5698330	0,0004102	0,0235779	0,3629009	0,4052907	0,0529555	0,3522729	0,8053275	0,7469884	0,0089043
0,7189204	0,7603179	0,0179327	0,0674492	0,6867397	0,4773007	0,0751796	0,5089047	0,2179714	0,6497017	0,0002266	0,2504559	0,4037112	0,7372974	0,4246383	0,0453010	0,8143052	0,6867721	0,7563087	0,0000000	0,0556268	0,0178365	0,6933680	0,7915456	0,7551380	0,2558582	0,8004926	0,5588894	0,0355485	0,6973489	0,6699120	0,7057296	0,1388925	0,7085869	0,4221842	0,0001998	0,5013226	0,6096876	0,3739223	0,5511971	0,8039438	0,6954046	0,0240134	0,4209258	0,5266272	0,0577393	0,3560602	0,6287861	0,6949392	0,0070424
0,7598549	0,6981878	0,0013851	0,0671929	0,7848793	0,4710557	0,0273237	0,4076131	0,1886041	0,6146383	0,0002171	0,5271140	0,4052827	0,0046748	0,3697964	0,0227200	0,6739165	0,7161853	0,7151358	0,1427310	0,0000000	0,0220970	0,5580326	0,0359880	0,7459034	0,2232845	0,7498748	0,6840441	0,0077300	0,5284275	0,7460423	0,7844819	0,1372859	0,6342549	0,1551456	0,0020047	0,4306332	0,5481888	0,2994575	0,5660504	0,6742098	0,7020925	0,0304413	0,3401674	0,3741662	0,0092366	0,3700000	0,7106107	0,7870067	0,0400212
0,5831160	0,7620487	0,0077253	0,0673631	0,6050831	0,4955771	0,0700694	0,4563558	0,1713704	0,5552679	0,0000147	0,4051659	0,3894298	0,7436301	0,3992246	0,0412048	0,6514816	0,6174119	0,6981852	0,1763879	0,0465324	0,0000000	0,5140906	0,7244652	0,8105873	0,1998112	0,7449815	0,6046107	0,0165224	0,6707551	0,8963177	0,6341585	0,1941311	0,7145224	0,5125483	0,0005118	0,5104208	0,5714867	0,3251262	0,4491605	0,6690894	0,6403274	0,0392390	0,2496572	0,4290650	0,0503285	0,3326652	0,7548936	0,7738205	0,0272079
0,6635918	0,5643434	0,0105247	0,0204985	0,6401846	0,3738232	0,0387922	0,6352191	0,1912296	0,6542265	0,0032667	0,2468691	0,3828105	0,7316078	0,2177384	0,0344985	0,8064024	0,6829673	0,6872669	0,4185377	0,0553031	0,0259420	0,0000000	0,7679421	0,7226007	0,3043850	0,6082897	0,6421223	0,0048748	0,6008111	0,7628421	0,7206693	0,0340495	0,7499687	0,5931340	0,0007071	0,5063672	0,5395399	0,3661702	0,6942814	0,7374430	0,6823650	0,0537618	0,4004127	0,4272063	0,0320798	0,4195015	0,6427513	0,5145576	0,0430845
0,7478167	0,6630619	0,0097109	0,0230250	0,7625790	0,4497670	0,0382867	0,5276080	0,2976235	0,7810780	0,0000476	0,2458010	0,4668257	0,6909142	0,3475131	0,0687293	0,7469967	0,7723628	0,7020322	0,1325762	0,0887525	0,0097717	0,6195056	0,0000000	0,7179248	0,2379697	0,8567829	0,6499314	0,0336279	0,6116191	0,7130956	0,7793964	0,1359516	0,8270029	0,1682954	0,0002338	0,6056862	0,5978640	0,3364288	0,6380519	0,6576644	0,8000184	0,0109391	0,3189920	0,3919350	0,0150500	0,2910598	0,6610242	0,7703397	0,0215382
0,7728905	0,6944921	0,0127549	0,0544847	0,7989295	0,4408970	0,0805608	0,5505187	0,2015375	0,6450563	0,0004619	0,4176019	0,4699574	0,7213161	0,3934874	0,0385534	0,7254235	0,8413593	0,7003348	0,1469953	0,0559830	0,0084556	0,7510691	0,7311875	0,0000000	0,2185630	0,7576098	0,6256500	0,0345033	0,7721126	0,6744735	0,7348222	0,1564265	0,7981864	0,2793555	0,0009527	0,4759861	0,5407322	0,4223227	0,5464976	0,6241249	0,7611049	0,0191787	0,3729108	0,3496130	0,0131158	0,3158378	0,7582047	0,6049713	0,0336522
0,6798269	0,6564091	0,0400672	0,0401633	0,7033727	0,5328496	0,0984813	0,6310471	0,2606842	0,6778242	0,0011518	0,5083169	0,3061352	0,7552531	0,3822912	0,0197510	0,7602105	0,6924809	0,6778004	0,1137827	0,0472784	0,0214047	0,7130500	0,7166890	0,6617275	0,0000000	0,7353234	0,4849073	0,0406937	0,6428947	0,7249657	0,6900006	0,2805241	0,3587310	0,2995315	0,0052764	0,4494072	0,5876490	0,3766471	0,5623709	0,6779526	0,6603255	0,0226776	0,3692760	0,4607758	0,0178998	0,4531774	0,7347091	0,6427405	0,0067245
0,8835325	0,7626509	0,0083780	0,0563100	0,6726092	0,3747309	0,0862147	0,4927838	0,0843152	0,4625246	0,0002994	0,1851325	0,4739614	0,6455583	0,2962335	0,0420325	0,7557617	0,7501678	0,7258419	0,1236864	0,0570238	0,0242032	0,5149059	0,0333654	0,8041003	0,2614911	0,0000000	0,5854420	0,0124876	0,8330673	0,6411400	0,8436659	0,1688616	0,7834378	0,3255729	0,0012694	0,3077074	0,5894735	0,4071066	0,6229956	0,6530216	0,7388625	0,0199665	0,3434125	0,4027313	0,0332028	0,2765470	0,6663277	0,6991851	0,0196499
0,7910482	0,7432894	0,0121790	0,0228170	0,6205714	0,4675244	0,0356413	0,5213553	0,3203932	0,6695999	0,0000792	0,1682974	0,4087896	0,6843840	0,4247563	0,5813488	0,8059930	0,7661835	0,6880577	0,5853439	0,0731944	0,0179697	0,0141278	0,6605747	0,6095358	0,2927080	0,7047145	0,0000000	0,8569978	0,6612207	0,0623632	0,0224939	0,1065644	0,7145367	0,5135290	0,6885677	0,2413954	0,6886289	0,0542323	0,5579841	0,6095536	0,6903891	0,7663975	0,6404710	0,3026358	0,7245289	0,0026275	0,6970460	0,8759607	0,6679994
0,8083803	0,7270332	0,0096289	0,0435799	0,7172202	0,3964922	0,0812573	0,3959979	0,1374198	0,6428572	0,4106749	0,3041694	0,4134449	0,7389810	0,7436555	0,0334674	0,6756760	0,6886763	0,7165013	0,4851675	0,0654451	0,0081013	0,6295105	0,7599272	0,8020428	0,2589234	0,7778883	0,6249673	0,0000000	0,4478294	0,6175689	0,9139213	0,2095195	0,3817123	0,2788301	0,0008794	0,4215597	0,6481649	0,3983732	0,4850015	0,6506962	0,8007129	0,0689343	0,2945062	0,4016266	0,0202270	0,3247988	0,6661845	0,6510791	0,0432383
0,6671780	0,7244130	0,0095672	0,0527616	0,7370094	0,5257680	0,0567208	0,4781590	0,3006829	0,7071533	0,0007543	0,2241146	0,3560141	0,7111926	0,3270260	0,0462906	0,7578658	0,6921321	0,7389504	0,6410902	0,0554805	0,0193012	0,5699695	0,7004368	0,8091959	0,0018352	0,7019863	0,6998758	0,0151785	0,0000000	0,7129087	0,7105341	0,2964141	0,4959130	0,2611602	0,0022460	0,4963170	0,6111650	0,3775493	0,5993664	0,6774677	0,6540617	0,0316889	0,3809046	0,4370413	0,0041129	0,2894965	0,6441927	0,4365423	0,0461506
0,7085938	0,7390145	0,0199230	0,0486912	0,7257689	0,4505037	0,0698038	0,7123305	0,3257427	0,7773270	0,0104245	0,3918117	0,3284142	0,6001682	0,3076507	0,0400001	0,7026966	0,7365973	0,7065652	0,1039101	0,0545399	0,0220750	0,6977807	0,7869803	0,7495869	0,2757155	0,6556426	0,5538140	0,0389331	0,8018379	0,0000000	0,6064654	0,0424164	0,8373396	0,2031337	0,0001831	0,0134495	0,0053634	0,6446925	0,6665500	0,8142640	0,6123515	0,0176453	0,3300590	0,2930569	0,0142324	0,2870285	0,7474096	0,6044348	0,0162735
0,8746330	0,7568794	0,0270774	0,0120659	0,8494528	0,4116542	0,0557866	0,5655522	0,1149939	0,6631988	0,0002938	0,1045063	0,3492390	0,7242682	0,2549434	0,7672177	0,8187119	0,6648482	0,7439814	0,5263773	0,0783508	0,0142399	0,0081088	0,7250032	0,6954585	0,0006497	0,6756925	0,5834272	0,1851080	0,6276529	0,8385729	0,0000000	0,0597721	0,4747309	0,0411465	0,4507476	0,1595637	0,7111435	0,2778383	0,5817556	0,6031572	0,7026404	0,6628755	0,3772305	0,4396622	0,7903130	0,0063967	0,6198360	0,5130205	0,6757328
0,6967986	0,7061326	0,0045128	0,0147355	0,6701342	0,4676563	0,0391914	0,5976048	0,2554957	0,5244766	0,0002875	0,4113844	0,3158709	0,7142072	0,1432449	0,0311542	0,6141823	0,6855564	0,7487236	0,6530581	0,0971447	0,0649142	0,6856992	0,7839359	0,6687861	0,3152134	0,7003853	0,6735464	0,0384079	0,6575697	0,8124185	0,7631380	0,0000000	0,8202584	0,4595887	0,0024087	0,5055297	0,5908337	0,2790788	0,7132729	0,7269479	0,8994580	0,0245549	0,3498578	0,4510291	0,0344337	0,2933091	0,7910013	0,7908434	0,0161521
0,7472442	0,7117638	0,0415938	0,0405869	0,7144091	0,4117505	0,0539940	0,5496457	0,2690084	0,6237410	0,0015983	0,3016278	0,3346977	0,6706545	0,3770791	0,0335452	0,7282055	0,8440634	0,7897691	0,1233667	0,0530271	0,0101658	0,7116355	0,7208057	0,6392566	0,2837309	0,7284654	0,5618663	0,0096903	0,5932707	0,7453698	0,7245635	0,1539239	0,0000000	0,4505380	0,0002688	0,4680525	0,6296316	0,4124861	0,4450147	0,7243535	0,6687700	0,0255360	0,4247484	0,4372026	0,0265299	0,3519882	0,8119170	0,7540926	0,0168432
0,7057149	0,7030025	0,0349036	0,0955211	0,7044131	0,4099885	0,0444057	0,6775572	0,1543583	0,6519923	0,0009854	0,2850726	0,4900659	0,8795770	0,4175808	0,0322032	0,7333346	0,8228151	0,7253994	0,1580659	0,0882256	0,0249848	0,6096210	0,7261665	0,7980284	0,1976207	0,7696841	0,6243639	0,0123538	0,6558030	0,6620966	0,7625724	0,3536347	0,6646475	0,0000000	0,0007963	0,4156804	0,7053733	0,4157264	0,5841654	0,6976231	0,5865613	0,0267017	0,3429720	0,3227551	0,0106658	0,3260774	0,7755198	0,6936903	0,0126423
0,7718585	0,8104432	0,0197063	0,0499094	0,7013400	0,4448441	0,0337539	0,5569987	0,2864148	0,5618258	0,0002252	0,2460766	0,3731903	0,6002479	0,3493829	0,0204817	0,5949625	0,6412631	0,7844501	0,1346298	0,0619556	0,0189292	0,7365180	0,8093908	0,6233222	0,2756821	0,6532252	0,7252822	0,0353146	0,6209454	0,6831172	0,7908465	0,1468293	0,6171558	0,4271828	0,0000000	0,4577404	0,5464444	0,3257400	0,5817130	0,6282623	0,7227132	0,0184185	0,3297819	0,3309894	0,0202926	0,3513247	0,8125852	0,6499101	0,0274518
0,6047677	0,7450962	0,0510789	0,0295987	0,6584688	0,4282885	0,0447282	0,5617945	0,2993144	0,6693873	0,0018687	0,4662889	0,3798902	0,7354645	0,3990151	0,0242837	0,8197621	0,6074487	0,7715944	0,0126077	0,0522068	0,0128223	0,6282971	0,7205138	0,6072877	0,2510024	0,7630342	0,6711298	0,0112025	0,4689259	0,8430618	0,6238368	0,2023121	0,6403231	0,2654799	0,0094608	0,0000000	0,1375412	0,6861751	0,5350136	0,6796046	0,6842582	0,0295830	0,3476468	0,4155689	0,0158461	0,3184359	0,7342304	0,7033410	0,0481300
0,6605219	0,6505603	0,0140821	0,0643359	0,7652801	0,3739718	0,0497012	0,6075362	0,1562828	0,6765028	0,0014367	0,4009050	0,3423241	0,5930104	0,3792827	0,0403254	0,8052664	0,7275602	0,7011472	0,1764447	0,0323792	0,0463088	0,7144919	0,7137440	0,8256124	0,2377802	0,7223777	0,6470465	0,0149354	0,6550321	0,7145583	0,6096282	0,2711860	0,5783644	0,2698327	0,0017433	0,3995539	0,0000000	0,2664169	0,5598487	0,6582842	0,6857528	0,0174380	0,4418063	0,4210206	0,0061521	0,3321937	0,7406892	0,6315255	0,0115071
0,7766998	0,6398426	0,0088865	0,0239526	0,7441757	0,4538525	0,0583655	0,5740117	0,2665313	0,6203516	0,0000997	0,3625833	0,3695920	0,6214395	0,3983077	0,0373720	0,7239863	0,8431829	0,7332516	0,1349742	0,0676912	0,0251136	0,6713194	0,5240654	0,7561769	0,2541522	0,6964607	0,5404036	0,0126147	0,7138469	0,6645942	0,6109236	0,1909778	0,8326523	0,2366508	0,0003817	0,3858152	0,4964835	0,0000000	0,6984121	0,6369444	0,8745229	0,0155166	0,3955253	0,3428728	0,0142742	0,3426307	0,6954637	0,7634176	0,0141488
0,7529786	0,6656929	0,0163602	0,0192727	0,6941410	0,3522437	0,0614140	0,5591439	0,1781047	0,6495157	0,0014480	0,2724782	0,3898112	0,6681816	0,3311124	0,0194888	0,6899477	0,7204471	0,7279360	0,0994907	0,0413462	0,0144159	0,6530680	0,6563085	0,6730792	0,2496304	0,8140201	0,6255251	0,0137009	0,7438862	0,6935090	0,7227865	0,1209539	0,5888780	0,1282249	0,0007235	0,4512763	0,5840534	0,3194767	0,0000000	0,5203966	0,7209673	0,0134330	0,3609212	0,4122436	0,0123578	0,2879813	0,6155248	0,7045789	0,0384465
0,7915063	0,8593315	0,0070310	0,0380698	0,7470974	0,4196259	0,0405130	0,5473502	0,2930613	0,6119763	0,0001966	0,1754831	0,3192186	0,7106608	0,3571849	0,0317968	0,7662767	0,6613739	0,7588275	0,1252420	0,0489261	0,0121704	0,5509772	0,8585242	0,7746570	0,2133204	0,7120179	0,6220585	0,0161913	0,6348803	1,0000000	0,7522858	0,1529676	0,6472703	0,3386276	0,0028801	0,4659387	0,6763651	0,3136763	0,4307406	0,0000000	0,7080891	0,0303839	0,3576184	0,4230943	0,0191518	0,3793592	0,8677651	0,7031676	0,0386090
0,7455136	0,7857064	0,0165511	0,0733818	0,6407796	0,3741745	0,0367604	0,5037168	0,4118186	0,7242296	0,0001794	0,1842930	0,3961789	0,0016010	0,3402425	0,0335817	0,6126364	0,6208674	0,8142226	0,1106055	0,1079463	0,0149605	0,5706499	0,7668841	0,6570256	0,2137667	0,7227749	0,5471077	0,0381638	0,6466943	0,7130978	0,6439619	0,1856216	0,7992265	0,4124239	0,0002064	0,5178577	0,6293439	0,2746487	0,6272260	0,7592139	0,0000000	0,0335937	0,3108699	0,4159826	0,0314489	0,2831190	0,6393267	0,6897653	0,0277923
0,7610566	0,6209082	0,0085048	0,0597773	0,8514326	0,4364722	0,0289152	0,5871110	0,2325081	0,6203695	0,0000203	0,2158523	0,4766173	0,8616062	0,3675479	0,0260893	0,8667788	0,7773865	0,7865447	0,1547165	0,0391692	0,0206767	0,5128387	0,8181121	0,6470352	0,2725717	0,7549764	0,5672010	0,0219745	0,6918578	0,7830565	0,6863004	0,1236671	0,7590738	0,0271693	0,0021164	0,5542762	0,6884560	0,3439218	0,4688042	0,7523659	0,8671028	0,0000000	0,5153660	0,4135560	0,0087558	0,3371551	0,7012811	0,7422295	0,0156077
0,7320415	0,8910590	0,0277299	0,0360171	0,7497239	0,4839646	0,0294146	0,5458045	0,2710973	0,6197621	0,0056505	0,2169988	0,4265593	0,7643480	0,4084761	0,0459827	0,7225456	0,6931183	0,6780642	0,2276740	0,0588102	0,0618922	0,5817668	0,7137013	0,6818807	0,1958951	0,6742923	0,7818843	0,0240923	0,5266612	0,6243570	0,7233664	0,2265531	0,6415014	0,2372452	0,0022797	0,5584637	0,6005005	0,2819000	0,6484704	0,7539326	0,6425523	0,0319462	0,0000000	0,4492169	0,0088023	0,7442464	0,7935826	0,7371170	0,0207620
0,7735589	0,9679217	0,0150962	0,0329451	0,6106670	0,4592116	0,0359503	0,5866295	0,2240274	0,6361588	0,0008553	0,4184815	0,3383198	0,6258224	0,3838994	0,0192234	0,6980950	0,6679907	0,9101592	0,1546956	0,0661455	0,0266533	0,5111172	0,7887659	0,6582140	0,2545097	0,6990899	0,6933111	0,0161873	0,7347500	0,6888580	0,7265826	0,1573258	0,7615301	0,5068032	0,0000367	0,4488888	0,5254637	0,3702853	0,5084399	0,7052766	0,6487066	0,0139047	0,3647959	0,0000000	0,0158935	0,3599555	0,5775880	0,7322585	0,0316374
